Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
5593577,MALDEN,5/23/25,Unknown,Open,6:22 PM,2025,Not reported,2,Local police,,,,,,06:00PM to 06:59PM,,,Collision with parked motor vehicle,Yes,Daylight,"Sideswipe, opposite direction",4,,,, PW20254640503,Wet,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Parked / V2: Turning left,V1:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: W,Cloudy,MIDDLESEX,25000404,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Outside roadway,Operator Designated,"Yes, hit and run",,V1:(Unknown) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",25,Not reported, V2:(Collision with parked motor vehicle),No,,,,,,,,235879.0549,908344.7613,42.42479696,-71.06401793,138, EASTERN AVENUE, PHILLIPS STREET,100 feet W  of,,,,,,,,,20546,2020,0.33,800,0.105,226,Both sides,City or Town accepted road,,6,6,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Principal Arterial - Other
5593578,MALDEN,5/18/25,Unknown,Open,11:29 PM,2025,Not reported,3,Local police,,,,,,11:00PM to 11:59PM,,,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254640506,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked / V2: Parked / V3: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car),V1:(No) / V2:(No) / V3:(No),V1:(No) / V2:(No) / V3:(No),V1:    / V2:    / V3: E,Clear,MIDDLESEX,25000398,"V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with parked motor vehicle),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with parked motor vehicle),No,,,,,,,,236292.2806,907735.6698,42.41929447,-71.059035,8, LOWELL AVE Rte E,,,,,,,,,,,1154,,,,,,None,City or Town accepted road,,0,0,0,No Shoulder,16,Surface-treated road,2,Unstable shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,LOWELL AVENUE,LOWELL STREET,FAIRMONT STREET,MALDEN,Deficient,Level Terrain,,,,,0,0,,,Local
5593579,MALDEN,5/24/25,Property damage only (none injured),Open,6:11 PM,2025,Not Applicable,1,Local police,,25-34,25-34,,,06:00PM to 06:59PM,D1: (Unknown) ,,Collision with parked motor vehicle,Yes,Daylight,Rear-end,4,,,, PW20254640508,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Parked,,V1:(No),V1:(No),V1: U,Cloudy,MIDDLESEX,25000408,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with parked motor vehicle),Unknown,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with unknown movable object),No,,,,,,,,237882.2265,909137.9034,42.43184248,-71.03962496,260, BROADWAY Rte S,,,,,,,,,,,24974,2020,0.33,974,0.105,275,Both sides,City or Town accepted road,,10,10,0,No Shoulder,44,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Principal Arterial - Other
5593580,MALDEN,5/28/25,Property damage only (none injured),Open,12:10 PM,2025,No Apparent Injury (O),1,Local police,,75-84,75-84,25-34,25-34,12:00PM to 12:59PM,D2: (Failure to keep in proper lane or running off road) ,D2: Not Distracted,Collision with pedestrian,Yes,Daylight,"Sideswipe, same direction",4, VU2: Working, VU2: In roadway, VU2: Pedestrian, PW20254640514,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V2: Travelling straight ahead,V2:(Passenger car),V2:(No),V2:(No),V2: N,Clear/Clear,MIDDLESEX,25000413,"V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V2:(Collision with pedestrian),Work zone (construction/maintenance/utility),"No, school bus not involved",25,Not reported, V2:(Collision with pedestrian),No," VU2:(Working - other),(In Roadway – Other)", VU2:(Not Distracted), VU2: None,," VU2:(None),(In Roadway (Standing, Lying, Working, Playing, etc.))", VU2: No, VU2: No,237893.0061,909177.8818,42.43220186,-71.03949134,267, BROADWAY Rte 99 N, PLAINFIELD ST Rte,,,,,,,,,,24974,2020,0.33,974,0.105,275,Both sides,City or Town accepted road,,10,10,0,No Shoulder,44,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Principal Arterial - Other
5593581,MALDEN,5/15/25,Property damage only (none injured),Open,9:42 AM,2025,No Apparent Injury (O),2,Local police,,55-64,55-64,,,09:00AM to 09:59AM,D2: (No improper driving) ,D2: Not Distracted,Collision with parked motor vehicle,Yes,Daylight,Single vehicle crash,4,,,, PW20254640512,Wet,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked / V2: Backing,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: Not Reported / V2: U,Cloudy,MIDDLESEX,25000381,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle) V2:(Collision with parked motor vehicle),No,,,,,,,,235479.8242,909282.4448,42.43325675,-71.06881147,17, CLINTON ST Rte 6,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,CLINTON STREET,LINDEN AVENUE,MAIN STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5593582,MALDEN,5/27/25,Property damage only (none injured),Open,4:33 PM,2025,No Apparent Injury (O),1,Local police,,55-64,55-64,15-Jun,15-Jun,04:00PM to 04:59PM,D1: (Inattention) ,,Collision with pedestrian,Yes,Daylight,Single vehicle crash,4, VU2: Entering or crossing location, VU2: At intersection but no crosswalk, VU2: Bicyclist, PW20254640513,Dry,T-intersection,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Travelling straight ahead,V1:(Passenger car),V1:(No),V1:(No),V1: E,Clear,MIDDLESEX,25000410,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with pedestrian),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with pedestrian),No, VU2:(Crossing Roadway),, VU2: None,,, VU2: No, VU2: No,237651.8745,908947.0622,42.43013559,-71.04243677,, EASTERN AV Rte E  / SHEAFE ST Rte,,,,,,,,,,,16226,2020,0.558,747,0.155,179,Both sides,City or Town accepted road,,6,6,0,No Shoulder,28,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,30,Surfaced shoulder exists – Portland Cement Concrete surface (PCC,8,,,Principal Arterial - Other
5593583,MALDEN,5/18/25,Non-fatal injury,Open,12:48 PM,2025,Possible Injury (C),2,Local police,,16-17,35-44,,,12:00PM to 12:59PM,D1: (No improper driving)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,Head-on,4,,,, PW20254640505,Dry,Not at junction,MAPC,0,1,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",V1: E  / V2: W,Cloudy,MIDDLESEX,25000397,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,237216.2763,908406.736,42.42529221,-71.04776508,150, BOWDOIN ST Rte E,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,5,5,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,BOWDOIN STREET,NEWLAND STREET,WILLOW STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5593584,MALDEN,5/23/25,Non-fatal injury,Open,6:09 AM,2025,Suspected Minor Injury (B),2,Local police,,35-44,45-54,,,06:00AM to 06:59AM,D1: (No improper driving)  / D2: (Failed to yield right of way) ,D1: Not Distracted,Collision with motor vehicle in traffic,Yes,Dawn,Head-on,4,,,, PW20254640509,Wet,Y-intersection,MAPC,0,3,Flashing traffic control signal,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: E,Clear,MIDDLESEX,25000402,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",30,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,238563.9219,909461.5626,42.4347228,-71.03131901,, BEACH ST Rte W  / SALEM ST Rte E,,,,,,,,,,,10812,2020,0.477,530,0.068,64,Both sides,City or Town accepted road,,8,8,0,No Shoulder,42,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,SALEM STREET,MAIN STREET ,,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5593585,MALDEN,5/24/25,Unknown,Open,1:19 AM,2025,Unknown,1,Local police,,45-54,45-54,,,01:00AM to 01:59AM,D1: (Unknown) ,,Collision with other light pole or other post/support,Yes,Dark - lighted roadway,Single vehicle crash,4,,,, PW20254640507,Wet,T-intersection,MAPC,0,0,Stop signs,"Two-way, not divided",V1: Travelling straight ahead,V1:(Passenger car),V1:(No),"V1:(Yes, vehicle or trailer disabled)",V1: W,Rain,MIDDLESEX,25000406,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,"Yes, hit and run",,V1:(Collision with light pole or other post/support),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with light  pole or other post/support),No,,,,,,,,238974.6564,909108.9373,42.43152786,-71.0263511,, LYNN ST Rte 6  / EASTERN AV Rte 6,,,,,,,,,,,17158,2020,0.558,790,0.155,189,Both sides,City or Town accepted road,,6,6,0,No Shoulder,28,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,35,0,0,,,Principal Arterial - Other
5593586,MALDEN,5/10/25,Property damage only (none injured),Open,3:49 AM,2025,No Apparent Injury (O),3,Local police,,18-20,18-20,,,03:00AM to 03:59AM,D1: (Inattention) ,,Collision with parked motor vehicle,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254640511,Wet,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Parked / V3: Parked,V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car),V1:(No) / V2:(No) / V3:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No) / V3:(No)",V1: S  / V2: S  / V3: S,Rain,MIDDLESEX,25000368,"V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with parked motor vehicle) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),No,,,,,,,,237835.11,908290.5366,42.42421634,-71.04025305,24, LYNN ST Rte S,,,,,,,,,,,7111,2020,0.232,349,0,42,Both sides,City or Town accepted road,,7,7,0,No Shoulder,36,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,LYNN STREET,EVERETT CITY LINE,REVERE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5593589,MALDEN,5/29/25,Property damage only (none injured),Open,3:47 PM,2025,No Apparent Injury (O),2,Local police,,25-34,35-44,,,03:00PM to 03:59PM,D1: (Failed to yield right of way)  / D2: (No improper driving) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254640516,Dry,T-intersection,MAPC,0,0,Stop signs,"Two-way, not divided",V1: Entering traffic lane / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",V1: S  / V2: S,Clear,MIDDLESEX,25000415,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,237796.4444,908231.2431,42.42368442,-71.04072676,10, LYNN ST Rte S,,,,,,,,,,,6996,2020,0.232,344,0,41,Both sides,City or Town accepted road,,7,7,0,No Shoulder,36,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,LYNN STREET,EVERETT CITY LINE,REVERE CITY LINE,MALDEN,Good,Rolling Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5593590,MALDEN,5/23/25,Unknown,Open,11:55 PM,2025,Not reported,1,Local police,,,,,,11:00PM to 11:59PM,,,Collision with parked motor vehicle,Yes,Dusk,Unknown,4,,,, PW20254640521,Dry,Not at junction,MAPC,0,0,No controls,Unknown,V1: Parked,V1:(Passenger car),V1:(No),V1:(No),V1: Not Reported,Clear,MIDDLESEX,25000405,"V1:(No, not federally reportable)","No, not federally reportable",Outside roadway,At Address,"Yes, hit and run",,V1:(Collision with parked motor vehicle),None,"No, school bus not involved",,Not reported, V1:(Collision with parked motor vehicle),No,,,,,,,,238677.0537,910406.1952,42.44322123,-71.02988083,665, BROADWAY Rte 6,,,,,,,,,,,10575,2020,,,,,Both sides,Massachusetts Department of Transportation,,5,,0,No Shoulder,26,Bituminous concrete road,8,Hardened bituminous mix or penetration,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,35,Surfaced shoulder exists – Portland Cement Concrete surface (PCC,8,,,Principal Arterial - Other
5593591,MALDEN,5/29/25,Non-fatal injury,Open,6:19 PM,2025,Suspected Minor Injury (B),1,Local police,,45-54,45-54,15-Jun,15-Jun,06:00PM to 06:59PM,D1: (Unknown) ,,Collision with cyclist,Yes,Daylight,Single vehicle crash,4, VU2: Entering or crossing location, VU2: Marked crosswalk at intersection (includes use of paint raised or other roadway material), VU2: Bicyclist, PW20254640515,Dry,T-intersection,MAPC,0,1,No controls,"Two-way, not divided",V1: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility))",V1:(No),V1:(No),V1: W,Clear,MIDDLESEX,25000416,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",None,"No, school bus not involved",25,Not reported, V1:(Collision with cyclist),No, VU2:(Crossing Roadway),, VU2: None, VU2: Other, VU2:(None), VU2: No, VU2: No,235736.1453,908627.4912,42.42734881,-71.06573697,25, SALEM ST Rte W,,,,,,,,,,,14287,2020,0.477,700,0.068,87,Both sides,City or Town accepted road,,10,10,0,No Shoulder,45,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,SALEM STREET,MAIN STREET ,,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5593592,MALDEN,5/30/25,Non-fatal injury,Open,4:16 PM,2025,Suspected Minor Injury (B),1,Local police,,16-17,16-17,25-34,25-34,04:00PM to 04:59PM,D1: (Inattention) ,D1: External distraction (outside the vehicle),Collision with cyclist,Yes,Daylight,Single vehicle crash,4, VU2: Entering or crossing location, VU2: Marked crosswalk at intersection (includes use of paint raised or other roadway material), VU2: Bicyclist, PW20254640519,Dry,T-intersection,MAPC,0,1,Stop signs,"Two-way, not divided",V1: Turning right,V1:(Passenger car),V1:(No),V1:(No),V1: E,Clear,MIDDLESEX,25000419,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with cyclist),No, VU2:(Crossing Roadway),, VU2: VU Crossing Sign,, VU2:(Crossing of Roadway or Intersection),,,239155.4063,909270.2502,42.43297102,-71.02414361,, LYNN ST Rte E  / WESLEY ST Rte N,,,,,,,,,,,21023,2020,0.477,1029,0.068,126,Both sides,City or Town accepted road,,5,5,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,LYNN STREET,EVERETT CITY LINE,REVERE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5593593,MALDEN,5/24/25,Property damage only (none injured),Open,8:40 AM,2025,Not reported,1,Local police,,,,,,08:00AM to 08:59AM,,,Collision with parked motor vehicle,Yes,Dark - roadway not lighted,"Sideswipe, same direction",4,,,, PW20254640525,Wet,Not at junction,MAPC,0,0,No controls,"One-way, not divided",V1: Parked,V1:(Passenger car),V1:(No),V1:(No),V1: W,Rain,MIDDLESEX,25000407,"V1:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,No hit and run,,V1:(Collision with other movable object),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with other movable object),No,,,,,,,,236105.9675,908172.1762,42.42323278,-71.06127145,11, CLAYTON ST Rte W,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,One-way traffic,No Access Control,,,CLAYTON STREET,WARREN AVENUE,FERRY STREET,MALDEN,Fair,Level Terrain,,,,,0,0,,,Local
5593594,MALDEN,5/18/25,Property damage only (none injured),Open,1:05 PM,2025,No Apparent Injury (O),2,Local police,,25-34,35-44,,,01:00PM to 01:59PM,"D1: (Inattention),(Wrong side or wrong way)  / D2: (No improper driving) ","D1: Other activity (searching, eating, personal hygiene, etc.) / D2: Not Distracted",Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, opposite direction",4,,,, PW20254640520,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: W,Cloudy,MIDDLESEX,25000396,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,233873.6492,908348.1996,42.42491762,-71.0883859,610, PLEASANT ST Rte W,,,,,,,,,,,13322,2020,0.558,614,0.155,147,Both sides,City or Town accepted road,,8,8,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,20,PLEASANT STREET,COMMERCIAL STREET,MEDFORD CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,20,0,0,,,Principal Arterial - Other
5593595,MALDEN,5/29/25,Property damage only (none injured),Open,8:31 AM,2025,No Apparent Injury (O),2,Local police,,25-34,25-34,,,08:00AM to 08:59AM,D1: (No improper driving) ,D1: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254640518,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked / V2: Travelling straight ahead,"V1:(Bus (seats for 9-15 people, including driver)) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: S  / V2: S,Clear,MIDDLESEX,25000417,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"Yes, school bus involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235689.4058,907524.9738,42.4174255,-71.06637304,22, HOWARD ST Rte S,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,HOWARD STREET,MEDFORD STREET,CONVERSE AVENUE,MALDEN,Good,Rolling Terrain,,,,,0,0,,,Local
